Constructor,Driver,FastestLap,Time,circuitName,grid,laps,number,points,position,positionText,raceName,round,season,status
mercedes,hamilton,"{'rank': '3', 'lap': '55', 'Time': {'time': '1:08.126'}, 'AverageSpeed': {'units': 'kph', 'speed': '228.177'}}","{'millis': '5080995', 'time': '+46.452'}",Red Bull Ring,4,71,44,12,4,4,Austrian Grand Prix,9,2021,Finished
ferrari,sainz,"{'rank': '2', 'lap': '70', 'Time': {'time': '1:07.762'}, 'AverageSpeed': {'units': 'kph', 'speed': '229.402'}}","{'millis': '5091687', 'time': '+57.144'}",Red Bull Ring,10,71,55,10,5,5,Austrian Grand Prix,9,2021,Finished
red_bull,perez,"{'rank': '5', 'lap': '55', 'Time': {'time': '1:08.192'}, 'AverageSpeed': {'units': 'kph', 'speed': '227.956'}}","{'millis': '5092458', 'time': '+57.915'}",Red Bull Ring,3,71,11,8,6,6,Austrian Grand Prix,9,2021,Finished
mclaren,ricciardo,"{'rank': '14', 'lap': '56', 'Time': {'time': '1:08.820'}, 'AverageSpeed': {'units': 'kph', 'speed': '225.876'}}","{'millis': '5094938', 'time': '+1:00.395'}",Red Bull Ring,13,71,3,6,7,7,Austrian Grand Prix,9,2021,Finished
ferrari,leclerc,"{'rank': '13', 'lap': '55', 'Time': {'time': '1:08.698'}, 'AverageSpeed': {'units': 'kph', 'speed': '226.277'}}","{'millis': '5095738', 'time': '+1:01.195'}",Red Bull Ring,12,71,16,4,8,8,Austrian Grand Prix,9,2021,Finished
alphatauri,gasly,"{'rank': '4', 'lap': '54', 'Time': {'time': '1:08.146'}, 'AverageSpeed': {'units': 'kph', 'speed': '228.110'}}","{'millis': '5096387', 'time': '+1:01.844'}",Red Bull Ring,6,71,10,2,9,9,Austrian Grand Prix,9,2021,Finished
alpine,alonso,"{'rank': '7', 'lap': '70', 'Time': {'time': '1:08.405'}, 'AverageSpeed': {'units': 'kph', 'speed': '227.246'}}",,Red Bull Ring,14,70,14,1,10,10,Austrian Grand Prix,9,2021,+1 Lap
williams,russell,"{'rank': '16', 'lap': '56', 'Time': {'time': '1:08.900'}, 'AverageSpeed': {'units': 'kph', 'speed': '225.613'}}",,Red Bull Ring,8,70,63,0,11,11,Austrian Grand Prix,9,2021,+1 Lap
alphatauri,tsunoda,"{'rank': '9', 'lap': '54', 'Time': {'time': '1:08.455'}, 'AverageSpeed': {'units': 'kph', 'speed': '227.080'}}",,Red Bull Ring,7,70,22,0,12,12,Austrian Grand Prix,9,2021,+1 Lap
aston_martin,stroll,"{'rank': '12', 'lap': '54', 'Time': {'time': '1:08.659'}, 'AverageSpeed': {'units': 'kph', 'speed': '226.405'}}",,Red Bull Ring,9,70,18,0,13,13,Austrian Grand Prix,9,2021,+1 Lap
alfa,giovinazzi,"{'rank': '17', 'lap': '55', 'Time': {'time': '1:09.042'}, 'AverageSpeed': {'units': 'kph', 'speed': '225.149'}}",,Red Bull Ring,15,70,99,0,14,14,Austrian Grand Prix,9,2021,+1 Lap
alfa,raikkonen,"{'rank': '15', 'lap': '69', 'Time': {'time': '1:08.874'}, 'AverageSpeed': {'units': 'kph', 'speed': '225.699'}}",,Red Bull Ring,16,70,7,0,15,15,Austrian Grand Prix,9,2021,+1 Lap
williams,latifi,"{'rank': '11', 'lap': '62', 'Time': {'time': '1:08.520'}, 'AverageSpeed': {'units': 'kph', 'speed': '226.865'}}",,Red Bull Ring,18,70,6,0,16,16,Austrian Grand Prix,9,2021,+1 Lap
aston_martin,vettel,"{'rank': '8', 'lap': '51', 'Time': {'time': '1:08.420'}, 'AverageSpeed': {'units': 'kph', 'speed': '227.196'}}",,Red Bull Ring,11,69,5,0,17,17,Austrian Grand Prix,9,2021,Collision
haas,mick_schumacher,"{'rank': '18', 'lap': '56', 'Time': {'time': '1:09.394'}, 'AverageSpeed': {'units': 'kph', 'speed': '224.007'}}",,Red Bull Ring,19,69,47,0,18,18,Austrian Grand Prix,9,2021,+2 Laps
haas,mazepin,"{'rank': '19', 'lap': '49', 'Time': {'time': '1:09.757'}, 'AverageSpeed': {'units': 'kph', 'speed': '222.842'}}",,Red Bull Ring,20,69,9,0,19,19,Austrian Grand Prix,9,2021,+2 Laps
alpine,ocon,,,Red Bull Ring,17,0,31,0,20,R,Austrian Grand Prix,9,2021,Collision
mercedes,hamilton,"{'rank': '2', 'lap': '45', 'Time': {'time': '1:29.699'}, 'AverageSpeed': {'units': 'kph', 'speed': '236.430'}}","{'millis': '7103284', 'time': '1:58:23.284'}",Silverstone Circuit,2,52,44,25,1,1,British Grand Prix,10,2021,Finished
ferrari,leclerc,"{'rank': '5', 'lap': '45', 'Time': {'time': '1:30.569'}, 'AverageSpeed': {'units': 'kph', 'speed': '234.159'}}","{'millis': '7107155', 'time': '+3.871'}",Silverstone Circuit,4,52,16,18,2,2,British Grand Prix,10,2021,Finished
mercedes,bottas,"{'rank': '4', 'lap': '45', 'Time': {'time': '1:30.524'}, 'AverageSpeed': {'units': 'kph', 'speed': '234.275'}}","{'millis': '7114409', 'time': '+11.125'}",Silverstone Circuit,3,52,77,15,3,3,British Grand Prix,10,2021,Finished
mclaren,norris,"{'rank': '9', 'lap': '44', 'Time': {'time': '1:31.420'}, 'AverageSpeed': {'units': 'kph', 'speed': '231.979'}}","{'millis': '7131857', 'time': '+28.573'}",Silverstone Circuit,5,52,4,12,4,4,British Grand Prix,10,2021,Finished
mclaren,ricciardo,"{'rank': '8', 'lap': '51', 'Time': {'time': '1:31.284'}, 'AverageSpeed': {'units': 'kph', 'speed': '232.325'}}","{'millis': '7145908', 'time': '+42.624'}",Silverstone Circuit,6,52,3,10,5,5,British Grand Prix,10,2021,Finished
ferrari,sainz,"{'rank': '7', 'lap': '51', 'Time': {'time': '1:31.223'}, 'AverageSpeed': {'units': 'kph', 'speed': '232.480'}}","{'millis': '7146738', 'time': '+43.454'}",Silverstone Circuit,10,52,55,8,6,6,British Grand Prix,10,2021,Finished
alpine,alonso,"{'rank': '10', 'lap': '48', 'Time': {'time': '1:31.698'}, 'AverageSpeed': {'units': 'kph', 'speed': '231.276'}}","{'millis': '7175377', 'time': '+1:12.093'}",Silverstone Circuit,7,52,14,6,7,7,British Grand Prix,10,2021,Finished
aston_martin,stroll,"{'rank': '12', 'lap': '48', 'Time': {'time': '1:31.992'}, 'AverageSpeed': {'units': 'kph', 'speed': '230.537'}}","{'millis': '7177573', 'time': '+1:14.289'}",Silverstone Circuit,14,52,18,4,8,8,British Grand Prix,10,2021,Finished
alpine,ocon,"{'rank': '14', 'lap': '48', 'Time': {'time': '1:32.210'}, 'AverageSpeed': {'units': 'kph', 'speed': '229.992'}}","{'millis': '7179446', 'time': '+1:16.162'}",Silverstone Circuit,9,52,31,2,9,9,British Grand Prix,10,2021,Finished
alphatauri,tsunoda,"{'rank': '6', 'lap': '51', 'Time': {'time': '1:30.826'}, 'AverageSpeed': {'units': 'kph', 'speed': '233.497'}}","{'millis': '7185349', 'time': '+1:22.065'}",Silverstone Circuit,16,52,22,1,10,10,British Grand Prix,10,2021,Finished
alphatauri,gasly,"{'rank': '3', 'lap': '52', 'Time': {'time': '1:30.266'}, 'AverageSpeed': {'units': 'kph', 'speed': '234.945'}}","{'millis': '7188611', 'time': '+1:25.327'}",Silverstone Circuit,11,52,10,0,11,11,British Grand Prix,10,2021,Finished
williams,russell,"{'rank': '13', 'lap': '49', 'Time': {'time': '1:32.049'}, 'AverageSpeed': {'units': 'kph', 'speed': '230.394'}}",,Silverstone Circuit,12,51,63,0,12,12,British Grand Prix,10,2021,+1 Lap
alfa,giovinazzi,"{'rank': '15', 'lap': '49', 'Time': {'time': '1:32.346'}, 'AverageSpeed': {'units': 'kph', 'speed': '229.653'}}",,Silverstone Circuit,15,51,99,0,13,13,British Grand Prix,10,2021,+1 Lap
williams,latifi,"{'rank': '16', 'lap': '51', 'Time': {'time': '1:32.477'}, 'AverageSpeed': {'units': 'kph', 'speed': '229.328'}}",,Silverstone Circuit,17,51,6,0,14,14,British Grand Prix,10,2021,+1 Lap
alfa,raikkonen,"{'rank': '11', 'lap': '48', 'Time': {'time': '1:31.895'}, 'AverageSpeed': {'units': 'kph', 'speed': '230.780'}}",,Silverstone Circuit,13,51,7,0,15,15,British Grand Prix,10,2021,+1 Lap
red_bull,perez,"{'rank': '1', 'lap': '50', 'Time': {'time': '1:28.617'}, 'AverageSpeed': {'units': 'kph', 'speed': '239.317'}}",,Silverstone Circuit,0,51,11,0,16,16,British Grand Prix,10,2021,+1 Lap
haas,mazepin,"{'rank': '18', 'lap': '51', 'Time': {'time': '1:32.909'}, 'AverageSpeed': {'units': 'kph', 'speed': '228.262'}}",,Silverstone Circuit,19,51,9,0,17,17,British Grand Prix,10,2021,+1 Lap
haas,mick_schumacher,"{'rank': '17', 'lap': '50', 'Time': {'time': '1:32.862'}, 'AverageSpeed': {'units': 'kph', 'speed': '228.377'}}",,Silverstone Circuit,18,51,47,0,18,18,British Grand Prix,10,2021,+1 Lap
aston_martin,vettel,"{'rank': '19', 'lap': '35', 'Time': {'time': '1:33.059'}, 'AverageSpeed': {'units': 'kph', 'speed': '227.894'}}",,Silverstone Circuit,8,40,5,0,19,R,British Grand Prix,10,2021,Retired
red_bull,max_verstappen,,,Silverstone Circuit,1,0,33,0,20,R,British Grand Prix,10,2021,Collision
alpine,ocon,"{'rank': '5', 'lap': '54', 'Time': {'time': '1:21.421'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.704'}}","{'millis': '7483199', 'time': '2:04:43.199'}",Hungaroring,8,70,31,25,1,1,Hungarian Grand Prix,11,2021,Finished
mercedes,hamilton,"{'rank': '2', 'lap': '49', 'Time': {'time': '1:18.715'}, 'AverageSpeed': {'units': 'kph', 'speed': '200.363'}}","{'millis': '7485935', 'time': '+2.736'}",Hungaroring,1,70,44,18,2,2,Hungarian Grand Prix,11,2021,Finished
ferrari,sainz,"{'rank': '6', 'lap': '54', 'Time': {'time': '1:21.423'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.699'}}","{'millis': '7498217', 'time': '+15.018'}",Hungaroring,15,70,55,15,3,3,Hungarian Grand Prix,11,2021,Finished
alpine,alonso,"{'rank': '3', 'lap': '41', 'Time': {'time': '1:20.359'}, 'AverageSpeed': {'units': 'kph', 'speed': '196.264'}}","{'millis': '7498850', 'time': '+15.651'}",Hungaroring,9,70,14,12,4,4,Hungarian Grand Prix,11,2021,Finished
alphatauri,gasly,"{'rank': '1', 'lap': '70', 'Time': {'time': '1:18.394'}, 'AverageSpeed': {'units': 'kph', 'speed': '201.183'}}","{'millis': '7546813', 'time': '+1:03.614'}",Hungaroring,5,70,10,11,5,5,Hungarian Grand Prix,11,2021,Finished
alphatauri,tsunoda,"{'rank': '10', 'lap': '43', 'Time': {'time': '1:22.450'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.286'}}","{'millis': '7559002', 'time': '+1:15.803'}",Hungaroring,16,70,22,8,6,6,Hungarian Grand Prix,11,2021,Finished
williams,latifi,"{'rank': '14', 'lap': '62', 'Time': {'time': '1:22.831'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.406'}}","{'millis': '7561109', 'time': '+1:17.910'}",Hungaroring,18,70,6,6,7,7,Hungarian Grand Prix,11,2021,Finished
williams,russell,"{'rank': '9', 'lap': '62', 'Time': {'time': '1:22.112'}, 'AverageSpeed': {'units': 'kph', 'speed': '192.074'}}","{'millis': '7562293', 'time': '+1:19.094'}",Hungaroring,17,70,63,4,8,8,Hungarian Grand Prix,11,2021,Finished
red_bull,max_verstappen,"{'rank': '4', 'lap': '43', 'Time': {'time': '1:20.945'}, 'AverageSpeed': {'units': 'kph', 'speed': '194.843'}}","{'millis': '7563443', 'time': '+1:20.244'}",Hungaroring,3,70,33,2,9,9,Hungarian Grand Prix,11,2021,Finished
alfa,raikkonen,"{'rank': '8', 'lap': '58', 'Time': {'time': '1:21.518'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.473'}}",,Hungaroring,13,69,7,1,10,10,Hungarian Grand Prix,11,2021,+1 Lap
mclaren,ricciardo,"{'rank': '13', 'lap': '58', 'Time': {'time': '1:22.802'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.473'}}",,Hungaroring,11,69,3,0,11,11,Hungarian Grand Prix,11,2021,+1 Lap
haas,mick_schumacher,"{'rank': '11', 'lap': '44', 'Time': {'time': '1:22.711'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.683'}}",,Hungaroring,20,69,47,0,12,12,Hungarian Grand Prix,11,2021,+1 Lap
alfa,giovinazzi,"{'rank': '12', 'lap': '44', 'Time': {'time': '1:22.736'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.625'}}",,Hungaroring,0,69,99,0,13,13,Hungarian Grand Prix,11,2021,+1 Lap
haas,mazepin,,,Hungaroring,19,3,9,0,14,R,Hungarian Grand Prix,11,2021,Collision
mclaren,norris,,,Hungaroring,6,2,4,0,15,R,Hungarian Grand Prix,11,2021,Collision
mercedes,bottas,,,Hungaroring,2,0,77,0,16,R,Hungarian Grand Prix,11,2021,Collision
red_bull,perez,,,Hungaroring,4,0,11,0,17,R,Hungarian Grand Prix,11,2021,Collision
ferrari,leclerc,,,Hungaroring,7,0,16,0,18,R,Hungarian Grand Prix,11,2021,Collision
aston_martin,stroll,,,Hungaroring,12,0,18,0,19,R,Hungarian Grand Prix,11,2021,Collision
aston_martin,vettel,"{'rank': '7', 'lap': '60', 'Time': {'time': '1:21.459'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.613'}}",,Hungaroring,10,70,5,0,20,D,Hungarian Grand Prix,11,2021,Disqualified
red_bull,max_verstappen,,"{'millis': '207071', 'time': '3:27.071'}",Circuit de Spa-Francorchamps,1,1,33,12.5,1,1,Belgian Grand Prix,12,2021,Finished
williams,russell,,"{'millis': '209066', 'time': '+1.995'}",Circuit de Spa-Francorchamps,2,1,63,9,2,2,Belgian Grand Prix,12,2021,Finished
mercedes,hamilton,,"{'millis': '209672', 'time': '+2.601'}",Circuit de Spa-Francorchamps,3,1,44,7.5,3,3,Belgian Grand Prix,12,2021,Finished
mclaren,ricciardo,,"{'millis': '211567', 'time': '+4.496'}",Circuit de Spa-Francorchamps,4,1,3,6,4,4,Belgian Grand Prix,12,2021,Finished
aston_martin,vettel,,"{'millis': '214550', 'time': '+7.479'}",Circuit de Spa-Francorchamps,5,1,5,5,5,5,Belgian Grand Prix,12,2021,Finished
alphatauri,gasly,,"{'millis': '217248', 'time': '+10.177'}",Circuit de Spa-Francorchamps,6,1,10,4,6,6,Belgian Grand Prix,12,2021,Finished
alpine,ocon,,"{'millis': '218650', 'time': '+11.579'}",Circuit de Spa-Francorchamps,8,1,31,3,7,7,Belgian Grand Prix,12,2021,Finished
ferrari,leclerc,,"{'millis': '219679', 'time': '+12.608'}",Circuit de Spa-Francorchamps,9,1,16,2,8,8,Belgian Grand Prix,12,2021,Finished
williams,latifi,,"{'millis': '222556', 'time': '+15.485'}",Circuit de Spa-Francorchamps,10,1,6,1,9,9,Belgian Grand Prix,12,2021,Finished
ferrari,sainz,,"{'millis': '223237', 'time': '+16.166'}",Circuit de Spa-Francorchamps,11,1,55,0.5,10,10,Belgian Grand Prix,12,2021,Finished
alpine,alonso,,"{'millis': '227661', 'time': '+20.590'}",Circuit de Spa-Francorchamps,12,1,14,0,11,11,Belgian Grand Prix,12,2021,Finished
mercedes,bottas,,"{'millis': '229485', 'time': '+22.414'}",Circuit de Spa-Francorchamps,13,1,77,0,12,12,Belgian Grand Prix,12,2021,Finished
alfa,giovinazzi,,"{'millis': '231234', 'time': '+24.163'}",Circuit de Spa-Francorchamps,14,1,99,0,13,13,Belgian Grand Prix,12,2021,Finished
mclaren,norris,,"{'millis': '234181', 'time': '+27.110'}",Circuit de Spa-Francorchamps,15,1,4,0,14,14,Belgian Grand Prix,12,2021,Finished
alphatauri,tsunoda,,"{'millis': '235400', 'time': '+28.329'}",Circuit de Spa-Francorchamps,16,1,22,0,15,15,Belgian Grand Prix,12,2021,Finished
haas,mick_schumacher,,"{'millis': '236578', 'time': '+29.507'}",Circuit de Spa-Francorchamps,17,1,47,0,16,16,Belgian Grand Prix,12,2021,Finished
haas,mazepin,,"{'millis': '239064', 'time': '+31.993'}",Circuit de Spa-Francorchamps,18,1,9,0,17,17,Belgian Grand Prix,12,2021,Finished
alfa,raikkonen,,"{'millis': '243125', 'time': '+36.054'}",Circuit de Spa-Francorchamps,0,1,7,0,18,18,Belgian Grand Prix,12,2021,Finished
red_bull,perez,,"{'millis': '245276', 'time': '+38.205'}",Circuit de Spa-Francorchamps,0,1,11,0,19,19,Belgian Grand Prix,12,2021,Finished
aston_martin,stroll,,"{'millis': '251179', 'time': '+44.108'}",Circuit de Spa-Francorchamps,19,1,18,0,20,20,Belgian Grand Prix,12,2021,Finished
red_bull,max_verstappen,"{'rank': '3', 'lap': '60', 'Time': {'time': '1:13.275'}, 'AverageSpeed': {'units': 'kph', 'speed': '209.244'}}","{'millis': '5405395', 'time': '1:30:05.395'}",Circuit Park Zandvoort,1,72,33,25,1,1,Dutch Grand Prix,13,2021,Finished
mercedes,hamilton,"{'rank': '1', 'lap': '72', 'Time': {'time': '1:11.097'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.654'}}","{'millis': '5426327', 'time': '+20.932'}",Circuit Park Zandvoort,2,72,44,19,2,2,Dutch Grand Prix,13,2021,Finished
mercedes,bottas,"{'rank': '2', 'lap': '69', 'Time': {'time': '1:12.549'}, 'AverageSpeed': {'units': 'kph', 'speed': '211.338'}}","{'millis': '5461855', 'time': '+56.460'}",Circuit Park Zandvoort,3,72,77,15,3,3,Dutch Grand Prix,13,2021,Finished
alphatauri,gasly,"{'rank': '10', 'lap': '57', 'Time': {'time': '1:14.818'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.929'}}",,Circuit Park Zandvoort,4,71,10,12,4,4,Dutch Grand Prix,13,2021,+1 Lap
ferrari,leclerc,"{'rank': '9', 'lap': '58', 'Time': {'time': '1:14.780'}, 'AverageSpeed': {'units': 'kph', 'speed': '205.033'}}",,Circuit Park Zandvoort,5,71,16,10,5,5,Dutch Grand Prix,13,2021,+1 Lap
alpine,alonso,"{'rank': '7', 'lap': '60', 'Time': {'time': '1:14.323'}, 'AverageSpeed': {'units': 'kph', 'speed': '206.294'}}",,Circuit Park Zandvoort,9,71,14,8,6,6,Dutch Grand Prix,13,2021,+1 Lap
ferrari,sainz,"{'rank': '13', 'lap': '45', 'Time': {'time': '1:15.260'}, 'AverageSpeed': {'units': 'kph', 'speed': '203.725'}}",,Circuit Park Zandvoort,6,71,55,6,7,7,Dutch Grand Prix,13,2021,+1 Lap
red_bull,perez,"{'rank': '4', 'lap': '59', 'Time': {'time': '1:13.461'}, 'AverageSpeed': {'units': 'kph', 'speed': '208.714'}}",,Circuit Park Zandvoort,0,71,11,4,8,8,Dutch Grand Prix,13,2021,+1 Lap
alpine,ocon,"{'rank': '8', 'lap': '54', 'Time': {'time': '1:14.675'}, 'AverageSpeed': {'units': 'kph', 'speed': '205.321'}}",,Circuit Park Zandvoort,8,71,31,2,9,9,Dutch Grand Prix,13,2021,+1 Lap
mclaren,norris,"{'rank': '6', 'lap': '48', 'Time': {'time': '1:14.236'}, 'AverageSpeed': {'units': 'kph', 'speed': '206.535'}}",,Circuit Park Zandvoort,13,71,4,1,10,10,Dutch Grand Prix,13,2021,+1 Lap
mclaren,ricciardo,"{'rank': '11', 'lap': '59', 'Time': {'time': '1:14.920'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.650'}}",,Circuit Park Zandvoort,10,71,3,0,11,11,Dutch Grand Prix,13,2021,+1 Lap
aston_martin,stroll,"{'rank': '15', 'lap': '57', 'Time': {'time': '1:15.611'}, 'AverageSpeed': {'units': 'kph', 'speed': '202.780'}}",,Circuit Park Zandvoort,12,70,18,0,12,12,Dutch Grand Prix,13,2021,+2 Laps
aston_martin,vettel,"{'rank': '5', 'lap': '63', 'Time': {'time': '1:13.958'}, 'AverageSpeed': {'units': 'kph', 'speed': '207.312'}}",,Circuit Park Zandvoort,15,70,5,0,13,13,Dutch Grand Prix,13,2021,+2 Laps
alfa,giovinazzi,"{'rank': '12', 'lap': '66', 'Time': {'time': '1:15.125'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.091'}}",,Circuit Park Zandvoort,7,70,99,0,14,14,Dutch Grand Prix,13,2021,+2 Laps
alfa,kubica,"{'rank': '14', 'lap': '44', 'Time': {'time': '1:15.442'}, 'AverageSpeed': {'units': 'kph', 'speed': '203.234'}}",,Circuit Park Zandvoort,16,70,88,0,15,15,Dutch Grand Prix,13,2021,+2 Laps
williams,latifi,"{'rank': '18', 'lap': '25', 'Time': {'time': '1:15.790'}, 'AverageSpeed': {'units': 'kph', 'speed': '202.301'}}",,Circuit Park Zandvoort,0,70,6,0,16,16,Dutch Grand Prix,13,2021,+2 Laps
williams,russell,"{'rank': '16', 'lap': '57', 'Time': {'time': '1:15.628'}, 'AverageSpeed': {'units': 'kph', 'speed': '202.734'}}",,Circuit Park Zandvoort,11,69,63,0,17,17,Dutch Grand Prix,13,2021,Gearbox
haas,mick_schumacher,"{'rank': '19', 'lap': '36', 'Time': {'time': '1:15.927'}, 'AverageSpeed': {'units': 'kph', 'speed': '201.936'}}",,Circuit Park Zandvoort,17,69,47,0,18,18,Dutch Grand Prix,13,2021,+3 Laps
alphatauri,tsunoda,"{'rank': '17', 'lap': '44', 'Time': {'time': '1:15.783'}, 'AverageSpeed': {'units': 'kph', 'speed': '202.319'}}",,Circuit Park Zandvoort,14,48,22,0,19,R,Dutch Grand Prix,13,2021,Power Unit
haas,mazepin,"{'rank': '20', 'lap': '35', 'Time': {'time': '1:16.066'}, 'AverageSpeed': {'units': 'kph', 'speed': '201.567'}}",,Circuit Park Zandvoort,18,41,9,0,20,R,Dutch Grand Prix,13,2021,Hydraulics
mclaren,ricciardo,"{'rank': '1', 'lap': '53', 'Time': {'time': '1:24.812'}, 'AverageSpeed': {'units': 'kph', 'speed': '245.894'}}","{'millis': '4914365', 'time': '1:21:54.365'}",Autodromo Nazionale di Monza,2,53,3,26,1,1,Italian Grand Prix,14,2021,Finished
mclaren,norris,"{'rank': '3', 'lap': '53', 'Time': {'time': '1:24.971'}, 'AverageSpeed': {'units': 'kph', 'speed': '245.434'}}","{'millis': '4916112', 'time': '+1.747'}",Autodromo Nazionale di Monza,3,53,4,18,2,2,Italian Grand Prix,14,2021,Finished
mercedes,bottas,"{'rank': '2', 'lap': '34', 'Time': {'time': '1:24.827'}, 'AverageSpeed': {'units': 'kph', 'speed': '245.850'}}","{'millis': '4919286', 'time': '+4.921'}",Autodromo Nazionale di Monza,19,53,77,15,3,3,Italian Grand Prix,14,2021,Finished
ferrari,leclerc,"{'rank': '6', 'lap': '53', 'Time': {'time': '1:25.319'}, 'AverageSpeed': {'units': 'kph', 'speed': '244.433'}}","{'millis': '4921674', 'time': '+7.309'}",Autodromo Nazionale di Monza,5,53,16,12,4,4,Italian Grand Prix,14,2021,Finished
red_bull,perez,"{'rank': '4', 'lap': '53', 'Time': {'time': '1:25.156'}, 'AverageSpeed': {'units': 'kph', 'speed': '244.901'}}","{'millis': '4923088', 'time': '+8.723'}",Autodromo Nazionale di Monza,8,53,11,10,5,5,Italian Grand Prix,14,2021,Finished
ferrari,sainz,"{'rank': '8', 'lap': '53', 'Time': {'time': '1:25.559'}, 'AverageSpeed': {'units': 'kph', 'speed': '243.747'}}","{'millis': '4924900', 'time': '+10.535'}",Autodromo Nazionale di Monza,6,53,55,8,6,6,Italian Grand Prix,14,2021,Finished
aston_martin,stroll,"{'rank': '13', 'lap': '52', 'Time': {'time': '1:25.853'}, 'AverageSpeed': {'units': 'kph', 'speed': '242.912'}}","{'millis': '4930169', 'time': '+15.804'}",Autodromo Nazionale di Monza,9,53,18,6,7,7,Italian Grand Prix,14,2021,Finished
alpine,alonso,"{'rank': '7', 'lap': '52', 'Time': {'time': '1:25.472'}, 'AverageSpeed': {'units': 'kph', 'speed': '243.995'}}","{'millis': '4931566', 'time': '+17.201'}",Autodromo Nazionale di Monza,10,53,14,4,8,8,Italian Grand Prix,14,2021,Finished
williams,russell,"{'rank': '11', 'lap': '53', 'Time': {'time': '1:25.835'}, 'AverageSpeed': {'units': 'kph', 'speed': '242.963'}}","{'millis': '4934107', 'time': '+19.742'}",Autodromo Nazionale di Monza,14,53,63,2,9,9,Italian Grand Prix,14,2021,Finished
alpine,ocon,"{'rank': '9', 'lap': '53', 'Time': {'time': '1:25.566'}, 'AverageSpeed': {'units': 'kph', 'speed': '243.727'}}","{'millis': '4935233', 'time': '+20.868'}",Autodromo Nazionale di Monza,12,53,31,1,10,10,Italian Grand Prix,14,2021,Finished
williams,latifi,"{'rank': '16', 'lap': '50', 'Time': {'time': '1:25.953'}, 'AverageSpeed': {'units': 'kph', 'speed': '242.630'}}","{'millis': '4938108', 'time': '+23.743'}",Autodromo Nazionale di Monza,13,53,6,0,11,11,Italian Grand Prix,14,2021,Finished
aston_martin,vettel,"{'rank': '15', 'lap': '50', 'Time': {'time': '1:25.938'}, 'AverageSpeed': {'units': 'kph', 'speed': '242.672'}}","{'millis': '4938986', 'time': '+24.621'}",Autodromo Nazionale di Monza,11,53,5,0,12,12,Italian Grand Prix,14,2021,Finished
alfa,giovinazzi,"{'rank': '10', 'lap': '50', 'Time': {'time': '1:25.718'}, 'AverageSpeed': {'units': 'kph', 'speed': '243.295'}}","{'millis': '4941581', 'time': '+27.216'}",Autodromo Nazionale di Monza,7,53,99,0,13,13,Italian Grand Prix,14,2021,Finished
alfa,kubica,"{'rank': '12', 'lap': '53', 'Time': {'time': '1:25.849'}, 'AverageSpeed': {'units': 'kph', 'speed': '242.924'}}","{'millis': '4944134', 'time': '+29.769'}",Autodromo Nazionale di Monza,17,53,88,0,14,14,Italian Grand Prix,14,2021,Finished
haas,mick_schumacher,"{'rank': '17', 'lap': '52', 'Time': {'time': '1:26.707'}, 'AverageSpeed': {'units': 'kph', 'speed': '240.520'}}","{'millis': '4965453', 'time': '+51.088'}",Autodromo Nazionale di Monza,18,53,47,0,15,15,Italian Grand Prix,14,2021,Finished
haas,mazepin,"{'rank': '18', 'lap': '41', 'Time': {'time': '1:27.202'}, 'AverageSpeed': {'units': 'kph', 'speed': '239.155'}}",,Autodromo Nazionale di Monza,16,41,9,0,16,R,Italian Grand Prix,14,2021,Power Unit
mercedes,hamilton,"{'rank': '14', 'lap': '3', 'Time': {'time': '1:25.870'}, 'AverageSpeed': {'units': 'kph', 'speed': '242.864'}}",,Autodromo Nazionale di Monza,4,25,44,0,17,R,Italian Grand Prix,14,2021,Collision
red_bull,max_verstappen,"{'rank': '5', 'lap': '25', 'Time': {'time': '1:25.173'}, 'AverageSpeed': {'units': 'kph', 'speed': '244.852'}}",,Autodromo Nazionale di Monza,1,25,33,0,18,R,Italian Grand Prix,14,2021,Collision
alphatauri,gasly,"{'rank': '19', 'lap': '2', 'Time': {'time': '1:29.005'}, 'AverageSpeed': {'units': 'kph', 'speed': '234.310'}}",,Autodromo Nazionale di Monza,0,3,10,0,19,R,Italian Grand Prix,14,2021,Suspension
alphatauri,tsunoda,,,Autodromo Nazionale di Monza,0,0,22,0,20,W,Italian Grand Prix,14,2021,Brakes
mercedes,hamilton,"{'rank': '2', 'lap': '43', 'Time': {'time': '1:37.575'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.760'}}","{'millis': '5441001', 'time': '1:30:41.001'}",Sochi Autodrom,4,53,44,25,1,1,Russian Grand Prix,15,2021,Finished
