Constructor,Driver,FastestLap,Time,circuitName,grid,laps,number,points,position,positionText,raceName,round,season,status
ferrari,michael_schumacher,"{'rank': '3', 'lap': '13', 'Time': {'time': '1:21.476'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.573'}}","{'millis': '5881133', 'time': '+35.581'}",Hungaroring,1,70,1,8,2,2,Hungarian Grand Prix,13,2005,Finished
toyota,ralf_schumacher,"{'rank': '5', 'lap': '13', 'Time': {'time': '1:21.873'}, 'AverageSpeed': {'units': 'kph', 'speed': '192.634'}}","{'millis': '5881681', 'time': '+36.129'}",Hungaroring,5,70,17,6,3,3,Hungarian Grand Prix,13,2005,Finished
toyota,trulli,"{'rank': '4', 'lap': '32', 'Time': {'time': '1:21.842'}, 'AverageSpeed': {'units': 'kph', 'speed': '192.707'}}","{'millis': '5899773', 'time': '+54.221'}",Hungaroring,3,70,16,5,4,4,Hungarian Grand Prix,13,2005,Finished
bar,button,"{'rank': '8', 'lap': '70', 'Time': {'time': '1:22.406'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.388'}}","{'millis': '5904384', 'time': '+58.832'}",Hungaroring,8,70,3,4,5,5,Hungarian Grand Prix,13,2005,Finished
williams,heidfeld,"{'rank': '6', 'lap': '53', 'Time': {'time': '1:22.053'}, 'AverageSpeed': {'units': 'kph', 'speed': '192.212'}}","{'millis': '5913927', 'time': '+1:08.375'}",Hungaroring,12,70,8,3,6,6,Hungarian Grand Prix,13,2005,Finished
williams,webber,"{'rank': '9', 'lap': '47', 'Time': {'time': '1:22.453'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.279'}}",,Hungaroring,16,69,7,2,7,7,Hungarian Grand Prix,13,2005,+1 Lap
bar,sato,"{'rank': '7', 'lap': '45', 'Time': {'time': '1:22.399'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.405'}}",,Hungaroring,10,69,4,1,8,8,Hungarian Grand Prix,13,2005,+1 Lap
renault,fisichella,"{'rank': '10', 'lap': '19', 'Time': {'time': '1:22.506'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.157'}}",,Hungaroring,9,69,6,0,9,9,Hungarian Grand Prix,13,2005,+1 Lap
ferrari,barrichello,"{'rank': '11', 'lap': '20', 'Time': {'time': '1:22.768'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.551'}}",,Hungaroring,7,69,2,0,10,10,Hungarian Grand Prix,13,2005,+1 Lap
renault,alonso,"{'rank': '12', 'lap': '51', 'Time': {'time': '1:22.884'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.285'}}",,Hungaroring,6,69,5,0,11,11,Hungarian Grand Prix,13,2005,+1 Lap
jordan,karthikeyan,"{'rank': '15', 'lap': '17', 'Time': {'time': '1:24.446'}, 'AverageSpeed': {'units': 'kph', 'speed': '186.765'}}",,Hungaroring,18,67,19,0,12,12,Hungarian Grand Prix,13,2005,+3 Laps
jordan,monteiro,"{'rank': '16', 'lap': '15', 'Time': {'time': '1:24.774'}, 'AverageSpeed': {'units': 'kph', 'speed': '186.042'}}",,Hungaroring,20,66,18,0,13,13,Hungarian Grand Prix,13,2005,+4 Laps
sauber,massa,"{'rank': '13', 'lap': '22', 'Time': {'time': '1:23.048'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.909'}}",,Hungaroring,14,63,12,0,14,14,Hungarian Grand Prix,13,2005,+7 Laps
minardi,albers,"{'rank': '18', 'lap': '8', 'Time': {'time': '1:25.956'}, 'AverageSpeed': {'units': 'kph', 'speed': '183.484'}}",,Hungaroring,17,59,21,0,15,N,Hungarian Grand Prix,13,2005,+11 Laps
sauber,villeneuve,"{'rank': '14', 'lap': '23', 'Time': {'time': '1:23.118'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.749'}}",,Hungaroring,15,56,11,0,16,R,Hungarian Grand Prix,13,2005,Engine fire
mclaren,montoya,"{'rank': '2', 'lap': '20', 'Time': {'time': '1:21.237'}, 'AverageSpeed': {'units': 'kph', 'speed': '194.143'}}",,Hungaroring,2,41,10,0,17,R,Hungarian Grand Prix,13,2005,Driveshaft
minardi,doornbos,"{'rank': '17', 'lap': '16', 'Time': {'time': '1:25.646'}, 'AverageSpeed': {'units': 'kph', 'speed': '184.148'}}",,Hungaroring,19,26,20,0,18,R,Hungarian Grand Prix,13,2005,Hydraulics
red_bull,coulthard,,,Hungaroring,13,0,14,0,19,R,Hungarian Grand Prix,13,2005,Accident
red_bull,klien,,,Hungaroring,11,0,15,0,20,R,Hungarian Grand Prix,13,2005,Accident
mclaren,raikkonen,"{'rank': '2', 'lap': '40', 'Time': {'time': '1:25.030'}, 'AverageSpeed': {'units': 'kph', 'speed': '226.000'}}","{'millis': '5074454', 'time': '1:24:34.454'}",Istanbul Park,1,58,9,10,1,1,Turkish Grand Prix,14,2005,Finished
renault,alonso,"{'rank': '3', 'lap': '58', 'Time': {'time': '1:25.524'}, 'AverageSpeed': {'units': 'kph', 'speed': '224.694'}}","{'millis': '5093063', 'time': '+18.609'}",Istanbul Park,3,58,5,8,2,2,Turkish Grand Prix,14,2005,Finished
mclaren,montoya,"{'rank': '1', 'lap': '39', 'Time': {'time': '1:24.770'}, 'AverageSpeed': {'units': 'kph', 'speed': '226.693'}}","{'millis': '5094089', 'time': '+19.635'}",Istanbul Park,4,58,10,6,3,3,Turkish Grand Prix,14,2005,Finished
renault,fisichella,"{'rank': '4', 'lap': '34', 'Time': {'time': '1:25.604'}, 'AverageSpeed': {'units': 'kph', 'speed': '224.484'}}","{'millis': '5112427', 'time': '+37.973'}",Istanbul Park,2,58,6,5,4,4,Turkish Grand Prix,14,2005,Finished
bar,button,"{'rank': '5', 'lap': '58', 'Time': {'time': '1:25.790'}, 'AverageSpeed': {'units': 'kph', 'speed': '223.998'}}","{'millis': '5113758', 'time': '+39.304'}",Istanbul Park,13,58,3,4,5,5,Turkish Grand Prix,14,2005,Finished
toyota,trulli,"{'rank': '7', 'lap': '52', 'Time': {'time': '1:26.178'}, 'AverageSpeed': {'units': 'kph', 'speed': '222.989'}}","{'millis': '5129874', 'time': '+55.420'}",Istanbul Park,5,58,16,3,6,6,Turkish Grand Prix,14,2005,Finished
red_bull,coulthard,"{'rank': '9', 'lap': '58', 'Time': {'time': '1:26.417'}, 'AverageSpeed': {'units': 'kph', 'speed': '222.372'}}","{'millis': '5143746', 'time': '+1:09.292'}",Istanbul Park,12,58,14,2,7,7,Turkish Grand Prix,14,2005,Finished
red_bull,klien,"{'rank': '8', 'lap': '58', 'Time': {'time': '1:26.374'}, 'AverageSpeed': {'units': 'kph', 'speed': '222.483'}}","{'millis': '5146076', 'time': '+1:11.622'}",Istanbul Park,10,58,15,1,8,8,Turkish Grand Prix,14,2005,Finished
bar,sato,"{'rank': '6', 'lap': '54', 'Time': {'time': '1:25.858'}, 'AverageSpeed': {'units': 'kph', 'speed': '223.820'}}","{'millis': '5154441', 'time': '+1:19.987'}",Istanbul Park,20,58,4,0,9,9,Turkish Grand Prix,14,2005,Finished
ferrari,barrichello,"{'rank': '11', 'lap': '45', 'Time': {'time': '1:26.635'}, 'AverageSpeed': {'units': 'kph', 'speed': '221.813'}}",,Istanbul Park,11,57,2,0,10,10,Turkish Grand Prix,14,2005,+1 Lap
sauber,villeneuve,"{'rank': '13', 'lap': '44', 'Time': {'time': '1:26.967'}, 'AverageSpeed': {'units': 'kph', 'speed': '220.966'}}",,Istanbul Park,16,57,11,0,11,11,Turkish Grand Prix,14,2005,+1 Lap
toyota,ralf_schumacher,"{'rank': '15', 'lap': '38', 'Time': {'time': '1:27.025'}, 'AverageSpeed': {'units': 'kph', 'speed': '220.819'}}",,Istanbul Park,9,57,17,0,12,12,Turkish Grand Prix,14,2005,+1 Lap
minardi,doornbos,"{'rank': '18', 'lap': '53', 'Time': {'time': '1:29.229'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.364'}}",,Istanbul Park,17,55,20,0,13,13,Turkish Grand Prix,14,2005,+3 Laps
jordan,karthikeyan,"{'rank': '19', 'lap': '42', 'Time': {'time': '1:29.286'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.227'}}",,Istanbul Park,18,55,19,0,14,14,Turkish Grand Prix,14,2005,+3 Laps
jordan,monteiro,"{'rank': '17', 'lap': '50', 'Time': {'time': '1:29.035'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.834'}}",,Istanbul Park,14,55,18,0,15,15,Turkish Grand Prix,14,2005,+3 Laps
minardi,albers,"{'rank': '20', 'lap': '13', 'Time': {'time': '1:29.392'}, 'AverageSpeed': {'units': 'kph', 'speed': '214.972'}}",,Istanbul Park,15,48,21,0,16,R,Turkish Grand Prix,14,2005,Retired
ferrari,michael_schumacher,"{'rank': '14', 'lap': '21', 'Time': {'time': '1:26.991'}, 'AverageSpeed': {'units': 'kph', 'speed': '220.905'}}",,Istanbul Park,19,32,1,0,17,R,Turkish Grand Prix,14,2005,Retired
williams,heidfeld,"{'rank': '16', 'lap': '25', 'Time': {'time': '1:27.353'}, 'AverageSpeed': {'units': 'kph', 'speed': '219.990'}}",,Istanbul Park,6,29,8,0,18,R,Turkish Grand Prix,14,2005,Tyre
sauber,massa,"{'rank': '10', 'lap': '27', 'Time': {'time': '1:26.514'}, 'AverageSpeed': {'units': 'kph', 'speed': '222.123'}}",,Istanbul Park,8,28,12,0,19,R,Turkish Grand Prix,14,2005,Engine
williams,webber,"{'rank': '12', 'lap': '12', 'Time': {'time': '1:26.791'}, 'AverageSpeed': {'units': 'kph', 'speed': '221.414'}}",,Istanbul Park,7,20,7,0,20,R,Turkish Grand Prix,14,2005,Tyre
mclaren,montoya,"{'rank': '2', 'lap': '15', 'Time': {'time': '1:21.828'}, 'AverageSpeed': {'units': 'kph', 'speed': '254.861'}}","{'millis': '4468659', 'time': '1:14:28.659'}",Autodromo Nazionale di Monza,1,53,10,10,1,1,Italian Grand Prix,15,2005,Finished
renault,alonso,"{'rank': '3', 'lap': '16', 'Time': {'time': '1:22.146'}, 'AverageSpeed': {'units': 'kph', 'speed': '253.874'}}","{'millis': '4471138', 'time': '+2.479'}",Autodromo Nazionale di Monza,2,53,5,8,2,2,Italian Grand Prix,15,2005,Finished
renault,fisichella,"{'rank': '4', 'lap': '16', 'Time': {'time': '1:22.587'}, 'AverageSpeed': {'units': 'kph', 'speed': '252.519'}}","{'millis': '4486634', 'time': '+17.975'}",Autodromo Nazionale di Monza,8,53,6,6,3,3,Italian Grand Prix,15,2005,Finished
mclaren,raikkonen,"{'rank': '1', 'lap': '51', 'Time': {'time': '1:21.504'}, 'AverageSpeed': {'units': 'kph', 'speed': '255.874'}}","{'millis': '4491434', 'time': '+22.775'}",Autodromo Nazionale di Monza,11,53,9,5,4,4,Italian Grand Prix,15,2005,Finished
toyota,trulli,"{'rank': '5', 'lap': '19', 'Time': {'time': '1:22.831'}, 'AverageSpeed': {'units': 'kph', 'speed': '251.775'}}","{'millis': '4502445', 'time': '+33.786'}",Autodromo Nazionale di Monza,5,53,16,4,5,5,Italian Grand Prix,15,2005,Finished
toyota,ralf_schumacher,"{'rank': '8', 'lap': '19', 'Time': {'time': '1:23.076'}, 'AverageSpeed': {'units': 'kph', 'speed': '251.032'}}","{'millis': '4512584', 'time': '+43.925'}",Autodromo Nazionale di Monza,9,53,17,3,6,6,Italian Grand Prix,15,2005,Finished
williams,pizzonia,"{'rank': '6', 'lap': '21', 'Time': {'time': '1:22.870'}, 'AverageSpeed': {'units': 'kph', 'speed': '251.656'}}","{'millis': '4513302', 'time': '+44.643'}",Autodromo Nazionale di Monza,16,53,8,2,7,7,Italian Grand Prix,15,2005,Finished
bar,button,"{'rank': '9', 'lap': '16', 'Time': {'time': '1:23.161'}, 'AverageSpeed': {'units': 'kph', 'speed': '250.776'}}","{'millis': '4532294', 'time': '+1:03.635'}",Autodromo Nazionale di Monza,3,53,3,1,8,8,Italian Grand Prix,15,2005,Finished
sauber,massa,"{'rank': '11', 'lap': '18', 'Time': {'time': '1:23.365'}, 'AverageSpeed': {'units': 'kph', 'speed': '250.162'}}","{'millis': '4544072', 'time': '+1:15.413'}",Autodromo Nazionale di Monza,15,53,12,0,9,9,Italian Grand Prix,15,2005,Finished
ferrari,michael_schumacher,"{'rank': '13', 'lap': '5', 'Time': {'time': '1:23.584'}, 'AverageSpeed': {'units': 'kph', 'speed': '249.507'}}","{'millis': '4564729', 'time': '+1:36.070'}",Autodromo Nazionale di Monza,6,53,1,0,10,10,Italian Grand Prix,15,2005,Finished
sauber,villeneuve,"{'rank': '16', 'lap': '13', 'Time': {'time': '1:23.892'}, 'AverageSpeed': {'units': 'kph', 'speed': '248.591'}}",,Autodromo Nazionale di Monza,12,52,11,0,11,11,Italian Grand Prix,15,2005,+1 Lap
ferrari,barrichello,"{'rank': '12', 'lap': '13', 'Time': {'time': '1:23.466'}, 'AverageSpeed': {'units': 'kph', 'speed': '249.859'}}",,Autodromo Nazionale di Monza,7,52,2,0,12,12,Italian Grand Prix,15,2005,+1 Lap
red_bull,klien,"{'rank': '14', 'lap': '17', 'Time': {'time': '1:23.633'}, 'AverageSpeed': {'units': 'kph', 'speed': '249.360'}}",,Autodromo Nazionale di Monza,13,52,15,0,13,13,Italian Grand Prix,15,2005,+1 Lap
williams,webber,"{'rank': '7', 'lap': '40', 'Time': {'time': '1:22.935'}, 'AverageSpeed': {'units': 'kph', 'speed': '251.459'}}",,Autodromo Nazionale di Monza,14,52,7,0,14,14,Italian Grand Prix,15,2005,+1 Lap
red_bull,coulthard,"{'rank': '15', 'lap': '18', 'Time': {'time': '1:23.867'}, 'AverageSpeed': {'units': 'kph', 'speed': '248.665'}}",,Autodromo Nazionale di Monza,10,52,14,0,15,15,Italian Grand Prix,15,2005,+1 Lap
bar,sato,"{'rank': '10', 'lap': '14', 'Time': {'time': '1:23.341'}, 'AverageSpeed': {'units': 'kph', 'speed': '250.234'}}",,Autodromo Nazionale di Monza,4,52,4,0,16,16,Italian Grand Prix,15,2005,+1 Lap
jordan,monteiro,"{'rank': '17', 'lap': '9', 'Time': {'time': '1:24.810'}, 'AverageSpeed': {'units': 'kph', 'speed': '245.900'}}",,Autodromo Nazionale di Monza,17,51,18,0,17,17,Italian Grand Prix,15,2005,+2 Laps
minardi,doornbos,"{'rank': '20', 'lap': '31', 'Time': {'time': '1:25.193'}, 'AverageSpeed': {'units': 'kph', 'speed': '244.794'}}",,Autodromo Nazionale di Monza,18,51,20,0,18,18,Italian Grand Prix,15,2005,+2 Laps
minardi,albers,"{'rank': '18', 'lap': '33', 'Time': {'time': '1:24.966'}, 'AverageSpeed': {'units': 'kph', 'speed': '245.448'}}",,Autodromo Nazionale di Monza,20,51,21,0,19,19,Italian Grand Prix,15,2005,+2 Laps
jordan,karthikeyan,"{'rank': '19', 'lap': '17', 'Time': {'time': '1:25.146'}, 'AverageSpeed': {'units': 'kph', 'speed': '244.929'}}",,Autodromo Nazionale di Monza,19,50,19,0,20,20,Italian Grand Prix,15,2005,+3 Laps
mclaren,raikkonen,"{'rank': '6', 'lap': '34', 'Time': {'time': '1:53.810'}, 'AverageSpeed': {'units': 'kph', 'speed': '220.662'}}","{'millis': '5401295', 'time': '1:30:01.295'}",Circuit de Spa-Francorchamps,2,44,9,10,1,1,Belgian Grand Prix,16,2005,Finished
renault,alonso,"{'rank': '10', 'lap': '31', 'Time': {'time': '1:56.131'}, 'AverageSpeed': {'units': 'kph', 'speed': '216.252'}}","{'millis': '5429595', 'time': '+28.3'}",Circuit de Spa-Francorchamps,4,44,5,8,2,2,Belgian Grand Prix,16,2005,Finished
bar,button,"{'rank': '5', 'lap': '44', 'Time': {'time': '1:53.323'}, 'AverageSpeed': {'units': 'kph', 'speed': '221.610'}}","{'millis': '5433295', 'time': '+32.0'}",Circuit de Spa-Francorchamps,8,44,3,6,3,3,Belgian Grand Prix,16,2005,Finished
williams,webber,"{'rank': '2', 'lap': '44', 'Time': {'time': '1:52.287'}, 'AverageSpeed': {'units': 'kph', 'speed': '223.655'}}","{'millis': '5470395', 'time': '+1:09.1'}",Circuit de Spa-Francorchamps,9,44,7,5,4,4,Belgian Grand Prix,16,2005,Finished
ferrari,barrichello,"{'rank': '4', 'lap': '44', 'Time': {'time': '1:52.590'}, 'AverageSpeed': {'units': 'kph', 'speed': '223.053'}}","{'millis': '5479395', 'time': '+1:18.1'}",Circuit de Spa-Francorchamps,12,44,2,4,5,5,Belgian Grand Prix,16,2005,Finished
sauber,villeneuve,"{'rank': '7', 'lap': '44', 'Time': {'time': '1:54.251'}, 'AverageSpeed': {'units': 'kph', 'speed': '219.810'}}","{'millis': '5488695', 'time': '+1:27.4'}",Circuit de Spa-Francorchamps,14,44,11,3,6,6,Belgian Grand Prix,16,2005,Finished
toyota,ralf_schumacher,"{'rank': '1', 'lap': '43', 'Time': {'time': '1:51.453'}, 'AverageSpeed': {'units': 'kph', 'speed': '225.329'}}","{'millis': '5488795', 'time': '+1:27.5'}",Circuit de Spa-Francorchamps,5,44,17,2,7,7,Belgian Grand Prix,16,2005,Finished
jordan,monteiro,"{'rank': '17', 'lap': '41', 'Time': {'time': '1:57.886'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.032'}}",,Circuit de Spa-Francorchamps,19,43,18,1,8,8,Belgian Grand Prix,16,2005,+1 Lap
red_bull,klien,"{'rank': '3', 'lap': '43', 'Time': {'time': '1:52.582'}, 'AverageSpeed': {'units': 'kph', 'speed': '223.069'}}",,Circuit de Spa-Francorchamps,16,43,15,0,9,9,Belgian Grand Prix,16,2005,+1 Lap
sauber,massa,"{'rank': '16', 'lap': '28', 'Time': {'time': '1:57.748'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.282'}}",,Circuit de Spa-Francorchamps,7,43,12,0,10,10,Belgian Grand Prix,16,2005,+1 Lap
jordan,karthikeyan,"{'rank': '8', 'lap': '43', 'Time': {'time': '1:55.885'}, 'AverageSpeed': {'units': 'kph', 'speed': '216.711'}}",,Circuit de Spa-Francorchamps,20,43,19,0,11,11,Belgian Grand Prix,16,2005,+1 Lap
minardi,albers,"{'rank': '20', 'lap': '6', 'Time': {'time': '2:01.627'}, 'AverageSpeed': {'units': 'kph', 'speed': '206.480'}}",,Circuit de Spa-Francorchamps,18,42,21,0,12,12,Belgian Grand Prix,16,2005,+2 Laps
minardi,doornbos,"{'rank': '19', 'lap': '38', 'Time': {'time': '2:01.148'}, 'AverageSpeed': {'units': 'kph', 'speed': '207.296'}}",,Circuit de Spa-Francorchamps,17,41,20,0,13,13,Belgian Grand Prix,16,2005,+3 Laps
mclaren,montoya,"{'rank': '9', 'lap': '14', 'Time': {'time': '1:55.988'}, 'AverageSpeed': {'units': 'kph', 'speed': '216.518'}}",,Circuit de Spa-Francorchamps,1,40,10,0,14,14,Belgian Grand Prix,16,2005,Collision
williams,pizzonia,"{'rank': '15', 'lap': '32', 'Time': {'time': '1:57.541'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.658'}}",,Circuit de Spa-Francorchamps,15,39,8,0,15,15,Belgian Grand Prix,16,2005,Collision
toyota,trulli,"{'rank': '11', 'lap': '3', 'Time': {'time': '1:56.953'}, 'AverageSpeed': {'units': 'kph', 'speed': '214.732'}}",,Circuit de Spa-Francorchamps,3,34,16,0,16,R,Belgian Grand Prix,16,2005,Accident
red_bull,coulthard,"{'rank': '18', 'lap': '8', 'Time': {'time': '1:58.451'}, 'AverageSpeed': {'units': 'kph', 'speed': '212.016'}}",,Circuit de Spa-Francorchamps,11,18,14,0,17,R,Belgian Grand Prix,16,2005,Engine
ferrari,michael_schumacher,"{'rank': '13', 'lap': '10', 'Time': {'time': '1:57.444'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.834'}}",,Circuit de Spa-Francorchamps,6,13,1,0,18,R,Belgian Grand Prix,16,2005,Accident
bar,sato,"{'rank': '14', 'lap': '10', 'Time': {'time': '1:57.534'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.670'}}",,Circuit de Spa-Francorchamps,10,13,4,0,19,R,Belgian Grand Prix,16,2005,Accident
renault,fisichella,"{'rank': '12', 'lap': '9', 'Time': {'time': '1:57.117'}, 'AverageSpeed': {'units': 'kph', 'speed': '214.431'}}",,Circuit de Spa-Francorchamps,13,10,6,0,20,R,Belgian Grand Prix,16,2005,Accident
mclaren,montoya,"{'rank': '2', 'lap': '27', 'Time': {'time': '1:12.650'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.522'}}","{'millis': '5360574', 'time': '1:29:20.574'}",Autódromo José Carlos Pace,2,71,10,10,1,1,Brazilian Grand Prix,17,2005,Finished
mclaren,raikkonen,"{'rank': '1', 'lap': '29', 'Time': {'time': '1:12.268'}, 'AverageSpeed': {'units': 'kph', 'speed': '214.651'}}","{'millis': '5363101', 'time': '+2.527'}",Autódromo José Carlos Pace,5,71,9,8,2,2,Brazilian Grand Prix,17,2005,Finished
renault,alonso,"{'rank': '3', 'lap': '21', 'Time': {'time': '1:12.653'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.513'}}","{'millis': '5385414', 'time': '+24.840'}",Autódromo José Carlos Pace,1,71,5,6,3,3,Brazilian Grand Prix,17,2005,Finished
ferrari,michael_schumacher,"{'rank': '4', 'lap': '25', 'Time': {'time': '1:12.800'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.082'}}","{'millis': '5396242', 'time': '+35.668'}",Autódromo José Carlos Pace,7,71,1,5,4,4,Brazilian Grand Prix,17,2005,Finished
renault,fisichella,"{'rank': '5', 'lap': '11', 'Time': {'time': '1:13.190'}, 'AverageSpeed': {'units': 'kph', 'speed': '211.946'}}","{'millis': '5400792', 'time': '+40.218'}",Autódromo José Carlos Pace,3,71,6,4,5,5,Brazilian Grand Prix,17,2005,Finished
ferrari,barrichello,"{'rank': '6', 'lap': '49', 'Time': {'time': '1:13.192'}, 'AverageSpeed': {'units': 'kph', 'speed': '211.941'}}","{'millis': '5429747', 'time': '+1:09.173'}",Autódromo José Carlos Pace,9,71,2,3,6,6,Brazilian Grand Prix,17,2005,Finished
bar,button,"{'rank': '10', 'lap': '24', 'Time': {'time': '1:13.746'}, 'AverageSpeed': {'units': 'kph', 'speed': '210.349'}}",,Autódromo José Carlos Pace,4,70,3,2,7,7,Brazilian Grand Prix,17,2005,+1 Lap
toyota,ralf_schumacher,"{'rank': '9', 'lap': '25', 'Time': {'time': '1:13.724'}, 'AverageSpeed': {'units': 'kph', 'speed': '210.411'}}",,Autódromo José Carlos Pace,10,70,17,1,8,8,Brazilian Grand Prix,17,2005,+1 Lap
red_bull,klien,"{'rank': '11', 'lap': '50', 'Time': {'time': '1:13.800'}, 'AverageSpeed': {'units': 'kph', 'speed': '210.195'}}",,Autódromo José Carlos Pace,6,70,15,0,9,9,Brazilian Grand Prix,17,2005,+1 Lap
bar,sato,"{'rank': '14', 'lap': '32', 'Time': {'time': '1:14.394'}, 'AverageSpeed': {'units': 'kph', 'speed': '208.516'}}",,Autódromo José Carlos Pace,19,70,4,0,10,10,Brazilian Grand Prix,17,2005,+1 Lap
sauber,massa,"{'rank': '13', 'lap': '70', 'Time': {'time': '1:14.343'}, 'AverageSpeed': {'units': 'kph', 'speed': '208.659'}}",,Autódromo José Carlos Pace,8,70,12,0,11,11,Brazilian Grand Prix,17,2005,+1 Lap
sauber,villeneuve,"{'rank': '12', 'lap': '25', 'Time': {'time': '1:14.054'}, 'AverageSpeed': {'units': 'kph', 'speed': '209.474'}}",,Autódromo José Carlos Pace,20,70,11,0,12,12,Brazilian Grand Prix,17,2005,+1 Lap
toyota,trulli,"{'rank': '7', 'lap': '69', 'Time': {'time': '1:13.570'}, 'AverageSpeed': {'units': 'kph', 'speed': '210.852'}}",,Autódromo José Carlos Pace,17,69,16,0,13,13,Brazilian Grand Prix,17,2005,+2 Laps
minardi,albers,"{'rank': '17', 'lap': '19', 'Time': {'time': '1:15.527'}, 'AverageSpeed': {'units': 'kph', 'speed': '205.388'}}",,Autódromo José Carlos Pace,16,69,21,0,14,14,Brazilian Grand Prix,17,2005,+2 Laps
jordan,karthikeyan,"{'rank': '15', 'lap': '41', 'Time': {'time': '1:14.906'}, 'AverageSpeed': {'units': 'kph', 'speed': '207.091'}}",,Autódromo José Carlos Pace,15,68,19,0,15,15,Brazilian Grand Prix,17,2005,+3 Laps
jordan,monteiro,"{'rank': '16', 'lap': '41', 'Time': {'time': '1:15.113'}, 'AverageSpeed': {'units': 'kph', 'speed': '206.520'}}",,Autódromo José Carlos Pace,11,55,18,0,16,R,Brazilian Grand Prix,17,2005,Mechanical
williams,webber,"{'rank': '8', 'lap': '45', 'Time': {'time': '1:13.590'}, 'AverageSpeed': {'units': 'kph', 'speed': '210.794'}}",,Autódromo José Carlos Pace,12,45,7,0,17,N,Brazilian Grand Prix,17,2005,+26 Laps
minardi,doornbos,"{'rank': '18', 'lap': '16', 'Time': {'time': '1:15.792'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.670'}}",,Autódromo José Carlos Pace,18,34,20,0,18,R,Brazilian Grand Prix,17,2005,Engine
